ሰላማዊ	ሰላ+ማዊ
ንዲዱ	ን+ዲዱ
መጥባሕቲ	መጥባሕ+ቲ
ብሽኮላ	ብ+ሽኮላ
ትምት	ት+ምት
ኣኾሪዩ	ኣኾሪ+ዩ
ብጣፅሚ	ብ+ጣፅሚ
ብናይ	ብ+ናይ
ዝወቀስበሌሎች	ዝ+ወቀስበሌሎች
ብፀገም	ብ+ፀገ+ም
ሓፅረት	ሓፅረ+ት
ፍርሓት	ፍር+ሓት
ተስሚዑዎ	ተስሚዑ+ዎ
ሸቲቱዎ	ሸቲቱ+ዎ
በትረመንግስቲ	በትረመንግስ+ቲ
ትምህርታዊ	ት+ምህር+ታዊ
ሳይንሳዊ	ሳይን+ሳዊ
ዘመናዊ	ዘመ+ናዊ
ከሺፍዎ	ከሺፍ+ዎ
ፈሽልዎ	ፈሽል+ዎ
ስለንሱ	ስለ+ንሱ
ንፅቐት	ን+ፅቐ+ት
ፅንቅርቢት	ፅንቅርቢ+ት
መቕሰፍቲ	መቕሰፍ+ቲ
መጉባእቲ	መጉባእ+ቲ
ዝገጢ	ዝ+ገጢ
ዝተፈረፈረ	ዝ+ተፈረፈረ
እንቁላሊሕ	እ+ንቁላሊሕ
ደርቢዩ	ደርቢ+ዩ
ዝተቖረፀ	ዝ+ተቖረፀ
ሐፂን	ሐፂ+ን
ምስ…………	ምስ+…………
ዝገበረ	ዝ+ገበረ
ካብኡን	ካብ+ኡን
ካብዙይን	ካብ+ዙይ+ን
ኣጠራቒሙከዚያም	ኣጠራቒሙከዚያ+ም
ዝኹርኩሕ	ዝ+ኹርኩሕ
በኽዩ	በኽ+ዩ
ኣእውዩ	ኣእው+ዩ
ሓርዩ	ሓር+ዩ
ተቓሊሶም	ተቓሊሶ+ም
መፅፂድረጅም	መፅፂድረጅ+ም
ብባሕሪ	ብ+ባሕሪ
ዝጓዓዝ	ዝ+ጓዓዝ
ማሕተም	ማሕተ+ም
ሰፊዩ	ሰፊ+ዩ
ዝብል	ዝ+ብል
ወቕቲ	ወቕ+ቲ
ቀመም	ቀመ+ም
ካብሓላፍናት	ካብ+ሓላፍ+ናት
ተፈልዩ	ተፈል+ዩ
ዝተነፀለ	ዝ+ተነፀለ
አሓት	አ+ሓት
አበሳጪዩ	አበሳጪ+ዩ
አበሳጪዩዎ	አበሳጪዩ+ዎ
ኣዕሊኡ	ኣዕሊ+ኡ
ብጎኑ	ብ+ጎኑ
ወገን	ወገ+ን
ዝድንቕ	ዝ+ድንቕ
ዘገርም	ዘገር+ም
ዝፈረመ	ዝ+ፈረመ
ኣድላይነት	ኣድላይ+ነት
ጠቓምነት	ጠቓም+ነት
ብሃሪ	ብ+ሃሪ
ዝተደርሐ	ዝ+ተደርሐ
ዑሽነት	ዑሽ+ነት
ካብብሪ	ካብ+ብሪ
አንጥረኛ	አንጥረ+ኛ
ድኻታት	ድኻ+ታት
ሓጢኣት	ሓጢ+ኣት
ብዛዕባ	ብ+ዛዕባ
ንደሓር	ን+ደሓር
ናትካ	ናት+ካ
ሓጢያተኛ	ሓጢያተ+ኛ
ንፅል	ን+ፅል
ልፊዩ	ልፊ+ዩ
ኣላማዘለዎ	ኣላማዘለ+ዎ
ብጎማ	ብ+ጎማ
ሓፍቲ	ሓፍ+ቲ
ፅፍዒት	ፅፍዒ+ት
ንእሸቴ	ን+እሸቴ
ብንእሽተይ	ብ+ንእሽተይ
ዝዘዘወ	ዝ+ዘዘወ
ተቐቢኡ	ተቐቢ+ኡ
ቐቢኡ	ቐቢ+ኡ
ርስኻት	ርስ+ኻት
ኣሸቲትዎ	ኣሸቲት+ዎ
ሠራህተኛ	ሠራህተ+ኛ
ሃጺን	ሃጺ+ን
ብህቡእ	ብ+ህቡእ
ኣእቲ	ኣእ+ቲ
ተበን	ተበ+ን
ለልቕም	ለልቕ+ም
ኣትፈኡ	ኣትፈ+ኡ
ክንድዚዝኾን	ክንድዚዝኾ+ን
እንኳዕ	እ+ንኳዕ
ዝረሓሰ	ዝ+ረሓሰ
እከለ	እ+ከለ
ኳረንቲ	ኳረን+ቲ
ዝህል	ዝ+ህል
ትህት	ት+ህት
ኣዚሉም	ኣዚሉ+ም
ረዳኡ	ረዳ+ኡ
ዝተጨነቐ	ዝ+ተጨነቐ
ደርጂዩ	ደርጂ+ዩ
ፅልምት	ፅልም+ት
ትካዜ	ት+ካዜ
ደርብይዎ	ደርብይ+ዎ
ንፅሽተይ	ን+ፅሽተይ
ንእሸሽተይ	ን+እሸሽተይ
ንሓፂር	ን+ሓፂር
ዝኣክል	ዝ+ኣክል
ዝኆን	ዝ+ኆን
ብመጠኑ	ብ+መጠኑ
ዝህርስ	ዝ+ህርስ
ዝድቅስ	ዝ+ድቅስ
እትደርፍ	እ+ትደርፍ
ኣብቀረባ	ኣብ+ቀረባ
ዝቆሰለ	ዝ+ቆሰለ
መሕዘን	መሕዘ+ን
ኣይብልን	ኣይ+ብል+ን
ዝቕንስ	ዝ+ቕንስ
ብቁጠባ	ብ+ቁጠባ
ብልዒሉ	ብ+ልዒሉ
ንጣቦ	ን+ጣቦ
ብጉያ	ብ+ጉያ
እናዘወረ	እ+ናዘወረ
ውስን	ውስ+ን
ፍትነት	ፍት+ነት
እናተባሪዩ	እ+ናተባሪ+ዩ
ሰሪሖምዎ	ሰሪሖም+ዎ
ብድጋም	ብ+ድጋ+ም
እርጋን	እ+ር+ጋን
በብኹን	በብኹ+ን
ቕመማቕመም	ቕመማቕመ+ም
ሳርየት	ሳርየ+ት
ዘይተመርዐወት	ዘይተመርዐወ+ት
እንትፍ	እ+ንትፍ
ክፍኣት	ክፍ+ኣት
ህልከኛ	ህልከ+ኛ
ቁንጅና	ቁንጅ+ና
ኣእቲዩ	ኣእቲ+ዩ
ፈላለዩ	ፈላለ+ዩ
መኣዘን	መኣዘ+ን
አእውዩ	አእው+ዩ
እናበለ	እ+ናበለ
ምጉታት	ምጉ+ታት
ንድሓር	ን+ድሓር
ኣይበለን	ኣይ+በለ+ን
ኣይተነቓነቐን	ኣይ+ተነቓነቐ+ን
ንፍርዲ	ን+ፍርዲ
ይርኢ	ይ+ርኢ
ብሙሉእ	ብ+ሙሉእ
ንምኸድ	ን+ምኸድ
ጠሚዩዎ	ጠሚዩ+ዎ
ጣብያ	ጣብ+ያ
ሓወልቲ	ሓወል+ቲ
ኣይራሓቐን	ኣይ+ራሓቐ+ን
እንተይኣቋረፀ	እንተ+ይኣቋረፀ
ብስውር	ብ+ስውር
ብቀስታ	ብ+ቀስታ
ዝበሉ	ዝ+በሉ
ሪጊኡ	ሪጊ+ኡ
መፅዓን	መፅ+ዓን
ኣፅኒኡ	ኣፅኒ+ኡ
እነኣስ	እ+ነኣስ
ምስዓር	ምስ+ዓር
ዝረቐቐ	ዝ+ረቐቐ
ብቕፅ	ብ+ቕፅ
ዝስማፅማእ	ዝ+ስማፅማእ
ልፅልና	ልፅል+ና
ንኣዕሊ	ን+ኣዕሊ
ከባቢታት	ከባቢ+ታት
ኣብርሁ	ኣብ+ርሁ
ቀይም	ቀይ+ም
ብሱቕታ	ብ+ሱቕታ
መፃወዲያ	መፃወዲ+ያ
ብልሓተኛ	ብ+ልሓተ+ኛ
ዝተሰፈየ	ዝ+ተሰፈየ
ዝመፅእነውፋስ	ዝ+መፅእነውፋስ
እቲው	እ+ቲው
እመኒ	እ+መኒ
ሓምዩ	ሓም+ዩ
ብዛዕባ-እንድህር	ብ+ዛዕባ-እንድህር
ትለማማፂ	ት+ለማማፂ
ተንኩዩ	ተንኩ+ዩ
ንምኸፋት	ን+ምኸ+ፋት
ፅልመት	ፅልመ+ት
መንደሪን	መንደሪ+ን
ዝለፍዐ	ዝ+ለፍዐ
ከምትእዛዝ	ከም+ትእዛዝ
ኢልዎ	ኢል+ዎ
ከፊትካ	ከፊት+ካ
ደንጉዩ	ደንጉ+ዩ
ተስማዕሚዕዎ	ተስማዕሚዕ+ዎ
ፀቢቑአምሮበት	ፀቢቑአምሮበ+ት
ዝተዘርገሐ	ዝ+ተዘርገሐ
ዝተገተረ	ዝ+ተገተረ
ኾይኑዎ	ኾይኑ+ዎ
ኩባያ	ኩባ+ያ
ተሓባቢርካ	ተሓባቢር+ካ
ነፅዩ	ነፅ+ዩ
ተሳቕዩ	ተሳቕ+ዩ
ኣፅኒዩ	ኣፅኒ+ዩ
ቀዳዲድዎ	ቀዳዲድ+ዎ
ንብዓት	ን+ብ+ዓት
ኣብኪዩ	ኣብ+ኪዩ
ነኺዩ	ነኺ+ዩ
ሙያዊ	ሙ+ያዊ
ስያሜግብራዊ	ስያሜግብ+ራዊ
ዝተራቐቐ	ዝ+ተራቐቐ
ኸእለት	ኸእለ+ት
መድከም	መድከ+ም
ቴሌግራም	ቴሌግራ+ም
ስልክኛ	ስልክ+ኛ
ቴሌቨዥን	ቴሌቨዥ+ን
ነጊርዎ	ነጊር+ዎ
ድፍረት	ድፍረ+ት
ኮራዩ	ኮራ+ዩ
ሕርቀትግልፍተኛ	ሕርቀትግልፍተ+ኛ
ብሕርቀት	ብ+ሕርቀ+ት
ዝረግአ	ዝ+ረግአ
ዝቆፀፀር	ዝ+ቆፀፀር
ዝዘሓለ	ዝ+ዘሓለ
ትኩሳት	ት+ኩ+ሳት
ኩነትሙቀት	ኩነትሙቀ+ት
የማን	የ+ማን
አለማዊ	አለ+ማዊ
ንጊዜኡ	ን+ጊዜ+ኡ
ንሽዑ	ን+ሽዑ
ምጉዣይፈተና	ምጉዣይፈተ+ና
ሓይለኛ	ሓይለ+ኛ
ተኻራዩ	ተኻራ+ዩ
መካረዩ	መካረ+ዩ
ድሌት	ድሌ+ት
ላዘዘለዎ	ላዘዘለ+ዎ
አይፀገበን	አይፀገበ+ን
አልጠገበም	አልጠገበ+ም
ጅማት	ጅ+ማት
አዋናት	አዋ+ናት
ግዘታት	ግዘ+ታት
ብውጥኑ	ብ+ውጥኑ
ቀቲን	ቀቲ+ን
ናይስልጣን	ናይስል+ጣን
ዘበት	ዘበ+ት
ብማፅሪነት	ብ+ማፅሪ+ነት
ብርሊ	ብ+ርሊ
ኢዩም	ኢዩ+ም
ብዝሓሰቦ	ብ+ዝሓሰቦ
ይካኣል	ይ+ካኣል
መወዳእታማለቂያ	መወዳእታማለቂ+ያ
ዝተፋላለዩ	ዝ+ተፋላለ+ዩ
ተፈጥራዊ	ተፈጥ+ራዊ
ምድታዊ	ምድ+ታዊ
ብርቲዕ	ብ+ርቲዕ
ሃገራዊ	ሃገ+ራዊ
ግዝአት	ግዝአ+ት
ዝብለ	ዝ+ብለ
ፍርንጭት	ፍርንጭ+ት
መስክርነት	መስክር+ነት
ሽመልየከብት	ሽመልየከብ+ት
እግዚኣብሄር	እ+ግዚኣብሄር
ይመስገን	ይ+መስገ+ን
ይሃበለይ	ይ+ሃበለይ
ክምስገን	ክምስገ+ን
እቱያ	እ+ቱያ
እቲአ	እ+ቲአ
እቱይ	እ+ቱይ
ጉሕለት	ጉሕለ+ት
ናታቶም	ናታ+ቶም
ናታተን	ናታ+ተን
ርእሶም	ርእሶ+ም
ዐርሶችም	ዐርሶች+ም
ንኣቶም	ን+ኣቶ+ም
ንኣተን	ን+ኣተ+ን
መልኽቲ	መልኽ+ቲ
ኣርስቲ	ኣርስ+ቲ
ንስተን	ን+ስተ+ን
ወትሮም	ወትሮ+ም
ርሳቶም	ርሳ+ቶም
ብድሕሪኢ	ብ+ድሕሪኢ
ንእት	ን+እት
ሽዑን	ሽዑ+ን
ኣብኡን	ኣብ+ኡን
ካብኡጊዜ	ካብ+ኡጊዜ
አረኣእያ	አረኣእ+ያ
ሕክማና	ሕክማ+ና
ኣብኡ	ኣብ+ኡ
ኣብቲ	ኣብ+ቲ
ንመምላስ	ን+መምላስ
ናብኡ	ናብ+ኡ
ረአኻዩ	ረአኻ+ዩ
ናባኡ	ናባ+ኡ
እንኻ	እ+ንኻ
እነሆ	እ+ነሆ
ብድሌቱ	ብ+ድሌቱ
ስለዝኾነ	ስለ+ዝኾነ
ኣብውሽቱ	ኣብ+ውሽቱ
ካባኡ	ካባ+ኡ
አብኡ	አብ+ኡ
እዚኣተን	እ+ዚኣ+ተን
ንሳተን	ን+ሳተ+ን
ይብሉ	ይ+ብሉ
ንእሸተስይስ	ን+እሸተስይስ
ከምንም	ከም+ንም
አይቖዕሮን	አይቖዕሮ+ን
ኢሊዎ	ኢሊ+ዎ
እስኪ	እ+ስኪ
እንታይ	እ+ንታይ
ይባሃል	ይ+ባሃል
ይበሃል	ይ+በሃል
ይሕሰብ	ይ+ሕሰብ
ብኣይአረኣእያ	ብ+ኣይአረኣእ+ያ
ብሳልሳይ	ብ+ሳልሳይ
ፀሚኡዎ	ፀሚኡ+ዎ
ፀሚእዎ	ፀሚእ+ዎ
እዙይ	እ+ዙይ
ዝአክል	ዝ+አክል
ዝርሕቕ	ዝ+ርሕቕ
ብዛዕባዙን	ብ+ዛዕባዙ+ን
እቱይን	እ+ቱይ+ን
እሾኽ	እ+ሾኽ
ዝተማል	ዝ+ተማል
ብዝብርዝር	ብ+ዝብርዝር
ብጥንቃቀ	ብ+ጥንቃቀ
እዘም	እ+ዘም
እዘን	እ+ዘን
ኣማናቲኡ	ኣማናቲ+ኡ
እንክሓስቦ	እ+ንክሓስቦ
ዝተረድኦ	ዝ+ተረድኦ
ንሰብ	ን+ሰብ
ግዝኡ	ግዝ+ኡ
ገይረዎ	ገይረ+ዎ
ቅደም	ቅደ+ም
ኣይተኸታተለን	ኣይ+ተኸታተለ+ን
ዝተኸደነ	ዝ+ተኸደነ
ሰግኣትማስፈራሪያ	ሰግኣትማስፈራሪ+ያ
ብታሕጓስ	ብ+ታሕጓስ
ዝምፅእደስታ	ዝ+ምፅእደስታ
ኣቐንዚዩ	ኣቐንዚ+ዩ
ዙፋን	ዙ+ፋን
ብምልኡ	ብ+ምል+ኡ
ተሰንዲዩ	ተሰንዲ+ዩ
ተደርቢዩ	ተደርቢ+ዩ
ንምዝሓል	ን+ምዝሓል
ብይዎ	ብ+ይዎ
ገዲፊዎ	ገዲፊ+ዎ
ኣጋግዩ	ኣጋግ+ዩ
ዓርስካ	ዓርስ+ካ
በዚሕዎ	በዚሕ+ዎ
ካብገዛ	ካብ+ገዛ
ኣውፂኡዎ	ኣውፂኡ+ዎ
አቐቢልዎወረወረለለት	አቐቢልዎወረወረለለ+ት
ኣምሊስዎ	ኣምሊስ+ዎ
ንዓቐብ	ን+ዓቐብ
ኣቢልዎ	ኣቢል+ዎ
አፃብዕቲ	አፃብዕ+ቲ
ውቐት	ውቐ+ት
እምበኣር	እ+ምበኣር
እሳብ	እ+ሳብ
ኣብዙይ	ኣብ+ዙይ
ዝተኣሳሳረ	ዝ+ተኣሳሳረ
ላፂዩ	ላፂ+ዩ
ማእያ	ማእ+ያ
ኣእዊዩ	ኣእዊ+ዩ
ብዘለና	ብ+ዘለ+ና
ዘቀዎርጥም	ዘቀዎርጥ+ም
ኸኽዳን	ኸኽ+ዳን
ምድርቤት	ምድርቤ+ት
ቅርቅርቲ	ቅርቅር+ቲ
ዘርጊሕዎ	ዘርጊሕ+ዎ
ደርዒምዎ	ደርዒም+ዎ
ዝጠፍዐ	ዝ+ጠፍዐ
ኣብረሀ	ኣብ+ረሀ
አሳወቕዩ	አሳወቕ+ዩ
አሰልክዩ	አሰልክ+ዩ
ቅህምም	ቅህም+ም
ዝሞቐ	ዝ+ሞቐ
ዝተቖራረፀ	ዝ+ተቖራረፀ
ዝተጠማዘዘ	ዝ+ተጠማዘዘ
ደብረዩ	ደብረ+ዩ
ብጠቕላላ	ብ+ጠቕላላ
ጠቅላላኡ	ጠቅላላ+ኡ
ብዘዙሕ	ብ+ዘዙሕ
በፍፁም	በፍፁ+ም
በፃሒዎ	በፃሒ+ዎ
ንኸፈልጥ	ን+ኸፈልጥ
ንፍሲ	ን+ፍሲ
እተዋ	እ+ተዋ
ናይፅሬት	ናይፅሬ+ት
ዝነክአ	ዝ+ነክአ
ዖደት	ዖደ+ት
ን………..ዝኣክል	ን+………..ዝኣክል
ንውሕ	ን+ውሕ
ካብከተማ	ካብ+ከተማ
ንእሽተቶይ	ን+እሽተቶይ
ንኣመሉ	ን+ኣመሉ
ብማስታወሻተ	ብ+ማስታወሻተ
ትውፊት	ት+ውፊ+ት
ባህላዊ	ባህ+ላዊ
ትራፊክ	ት+ራፊክ
ኣይረፈለየን	ኣይ+ረፈለየ+ን
ጎታቱአልተለየም	ጎታቱአልተለየ+ም
ደድሕሪኡ	ደድሕሪ+ኡ
ዝሰልጠነ	ዝ+ሰልጠነ
ዘስልጥን	ዘስልጥ+ን
ትምህርቲቀ	ት+ምህርቲቀ
ናብቲበለ	ናብ+ቲበለ
ተዋጊዩ	ተዋጊ+ዩ
ተዋዲኡ	ተዋዲ+ኡ
አርኢዩ	አርኢ+ዩ
ብዝትፈለየ	ብ+ዝትፈለየ
ገልቢጡበልዩ	ገልቢጡበል+ዩ
እዋናዊ	እ+ዋ+ናዊ
ትርጉም	ት+ርጉ+ም
ዝትርጉም	ዝ+ትርጉ+ም
ብትነት	ብ+ትነ+ት
መጎዓዓዚያ	መጎዓዓዚ+ያ
ምስሙሉእ	ምስ+ሙሉእ
እናዘዋወረ	እ+ናዘዋወረ
ጎበንኒዩ	ጎበንኒ+ዩ
ዝበዝሓ	ዝ+በዝሓ
ዝርጉሕ	ዝ+ርጉሕ
ቢያቲ	ቢያ+ቲ
ብሎን	ብ+ሎን
ክሕደት	ክሕደ+ት
ጥልመት	ጥልመ+ት
ክድነዓት	ክድነ+ዓት
ዝቑዐር	ዝ+ቑዐር
ዝቁፀር	ዝ+ቁፀር
እፅፈ	እ+ፅፈ
ዝኽደሉ	ዝ+ኽደሉ
ሀግርም	ሀግር+ም
ካብድኻም	ካብ+ድኻ+ም
ካብሕማም	ካብ+ሕማ+ም
ዝተልዓለከ	ዝ+ተልዓለከ
እበለ	እ+በለ
ዝሒሉ	ዝ+ሒሉ
ማዕዘን	ማዕዘ+ን
ትንግርት	ት+ንግር+ት
ደፊእዎ	ደፊእ+ዎ
ብዘዝግባእ	ብ+ዘዝግባእ
አዳልዩ	አዳል+ዩ
ስለላስ	ስለ+ላስ
ኣናእሽቲ	ኣናእሽ+ቲ
ኣእርኽቲ	ኣእርኽ+ቲ
ኣጋጊዩ	ኣጋጊ+ዩ
ከብፍቲ	ከብፍ+ቲ
ፅላት	ፅ+ላት
ዝነፈሰሉ	ዝ+ነፈሰሉ
ደንፊኡ	ደንፊ+ኡ
ተኣዋቲ	ተኣዋ+ቲ
ኣወት	ኣወ+ት
ብኢሕ	ብ+ኢሕ
በሓደኮይኖም	በሓደኮይኖ+ም
ወታደራት	ወታደ+ራት
ዝተማረኸ	ዝ+ተማረኸ
ሙቀት	ሙቀ+ት
ንሙቀት	ን+ሙቀ+ት
ዝኸውን	ዝ+ኸው+ን
እናሰገረ	እ+ናሰገረ
ዝደሊ	ዝ+ደሊ
ኣብፀገም	ኣብ+ፀገ+ም
ጉጅም	ጉጅ+ም
ንዝተወሰነ	ን+ዝተወሰነ
ፅዕት	ፅዕ+ት
ብለ፤ሓት	ብ+ለ፤+ሓት
መለኸት	መለኸ+ት
ካብጫፍ	ካብ+ጫፍ
ሓቀኛ	ሓቀ+ኛ
ዝተኣማመነ	ዝ+ተኣማመነ
ጥስቲ	ጥስ+ቲ
ካላማደሪያ	ካላማደሪ+ያ
የመማሪያ	የመማሪ+ያ
መፃኡ	መፃ+ኡ
ዝተዘረገ	ዝ+ተዘረገ
ዝተሓቑነ	ዝ+ተሓቑነ
ዝጎደሎ	ዝ+ጎደሎ
ታቓኒዐኡ	ታቓኒዐ+ኡ
በበጊዜኡ	በበጊዜ+ኡ
ብብታራ	ብ+ብታራ
ንምትኳስማ	ን+ምትኳስማ
ምስትሃር	ምስ+ትሃር
ውጋኣት	ውጋ+ኣት
ኣብለጭሊጩ	ኣብ+ለጭሊጩ
ከምልቢ	ከም+ልቢ
ተዋዒዩ	ተዋዒ+ዩ
ስህለት	ስህለ+ት
ብመኪና	ብ+መኪ+ና
ንፍዮ	ን+ፍዮ
ዝተለመደ	ዝ+ተለመደ
አብነታዊ	አብነ+ታዊ
ህታም	ህታ+ም
ብጣም	ብ+ጣም
ብተፈላለዩ	ብ+ተፈላለ+ዩ
ቁሽታት	ቁሽ+ታት
ትብት	ት+ብት
መንጎኛ	መንጎ+ኛ
ኣይሓፈረን	ኣይ+ሓፈረ+ን
ከየቋረዐ	ከየ+ቋረዐ
ኣይካአለን	ኣይ+ካአለ+ን
ዝቕበሉ	ዝ+ቕበሉ
እነተየኸተለ	እ+ነተየኸተለ
ኣይሕተትን	ኣይ+ሕተት+ን
የብሉንአየይጠየቅበትም	የብሉንአየይጠየቅበት+ም
ኣይነኸኦን	ኣይ+ነኸኦ+ን
ስምምዕነት	ስምምዕ+ነት
ብሙሉዕ	ብ+ሙሉዕ
እየከይበለ	እ+የከይበለ
ኣይትረደአን	ኣይ+ትረደአ+ን
ንምእመካን	ን+ምእመ+ካን
ቸኣቕኒዐኡ	ቸኣቕኒዐ+ኡ
አድልዎ	አድል+ዎ
ምኸኒያት	ምኸኒ+ያት
ኣይኮነምንክንያት	ኣይ+ኮነምንክን+ያት
ኣይረኣማምንን	ኣይ+ረኣማምን+ን
አይተጋፀን	አይተጋፀ+ን
ሓርቢቱዎ	ሓርቢቱ+ዎ
ዝመልኦ	ዝ+መልኦ
ዝረሰስሐ	ዝ+ረሰስሐ
ንመን	ን+መን
ዝድግፍ	ዝ+ድግፍ
አይገለፀንማንን	አይገለፀንማን+ን
ቁርፀኛ	ቁርፀ+ኛ
ከየይተሓሰበ	ከየ+ይተሓሰበ
ዝተገበር	ዝ+ተገበር
ዝፃረር	ዝ+ፃረር
መምንም	መምን+ም
ካብታሕቲ	ካብ+ታሕ+ቲ
ብታሕቲ	ብ+ታሕ+ቲ
ብዝነአስ	ብ+ዝነአስ
ንታሕቲ	ን+ታሕ+ቲ
ምስጥር	ምስ+ጥር
ሰራሕተና	ሰራሕተ+ና
ዝተሸፈነ	ዝ+ተሸፈነ
ዝትኸደነ	ዝ+ትኸደነ
ኣረርሲሑዎ	ኣረርሲሑ+ዎ
ብልምዓት	ብ+ልም+ዓት
ተበፂሕዎ	ተበፂሕ+ዎ
ብሕቡእ	ብ+ሕቡእ
ዝገብር	ዝ+ገብር
ዝበለነገር	ዝ+በለነገር
ፅጉም	ፅጉ+ም
ሓሲብዎ	ሓሲብ+ዎ
ዝተሓተ	ዝ+ተሓተ
ዝትፈረመ	ዝ+ትፈረመ
ስለዝነበር	ስለ+ዝነበር
ኣትሒትካ	ኣትሒት+ካ
ዝግባኦ	ዝ+ግባኦ
ዝተሓሰበከሚገባው	ዝ+ተሓሰበከሚገባው
በብገበን	በብገበ+ን
ዝነበር	ዝ+ነበር
ኣየድልዮን	ኣየድልዮ+ን
ኣይተጠራጠረን	ኣይ+ተጠራጠረ+ን
ዝሓሰቦ	ዝ+ሓሰቦ
ንላዕሲ	ን+ላዕሲ
ቅልቅለት	ቅልቅለ+ት
ዝፈትሐ	ዝ+ፈትሐ
ዘይመጣጠን	ዘይመጣጠ+ን
ቂምተሓለወን	ቂምተሓለወ+ን
ዘሎን	ዘሎ+ን
ዘየሎን	ዘየሎ+ን
ዝኸፍአ	ዝ+ኸፍአ
ጠጥዕና	ጠጥዕ+ና
ዝወሓዶ	ዝ+ወሓዶ
ዝጎድእጤና	ዝ+ጎድእጤ+ና
ማንም	ማን+ም
ዝረኸስ	ዝ+ረኸስ
ንመምግማት	ን+መምግ+ማት
ዝፀግም	ዝ+ፀግ+ም
ኤገለጠን	ኤገለጠ+ን
ሓድነት	ሓድ+ነት
ተሓባቢሮም	ተሓባቢሮ+ም
ብፃይ	ብ+ፃይ
ሕቡራት	ሕቡ+ራት
መንግስታት	መንግስ+ታት
ብስነ	ብ+ስነ
ፍትረት	ፍትረ+ት
በምሊኡ	በምሊ+ኡ
ዩንቨርስቲ	ዩንቨርስ+ቲ
ዝተወሳሰበ	ዝ+ተወሳሰበ
ዘይሕጋዊ	ዘይሕ+ጋዊ
ንክርሳዕ	ን+ክርሳዕ
ዘይምምሃርማስረሳት	ዘይምምሃርማስረ+ሳት
ኣፍለኛ	ኣፍለ+ኛ
እነንተ	እ+ነንተ
አይኮነን	አይኮነ+ን
ዝራሓቐ	ዝ+ራሓቐ
ዝስማዕ	ዝ+ስማዕ
ኤኮነን	ኤኮነ+ን
ከየስተውዓለ	ከየ+ስተውዓለ
ኣየጠራጥርን	ኣየጠራጥር+ን
አይሃቦን	አይሃቦ+ን
ዝኮነ	ዝ+ኮነ
ካብስርዓት	ካብ+ስር+ዓት
ንርእሱ	ን+ርእሱ
ዘኣበዩ	ዘኣበ+ዩ
ካብሳንጣ	ካብ+ሳንጣ
አውፃኡ	አውፃ+ኡ
ዝተዐልአ	ዝ+ተዐልአ
ንምባል	ን+ምባል
ንሙያኡ	ን+ሙያ+ኡ
ዛዐግም	ዛዐግ+ም
ብዘይጥርጥር	ብ+ዘይጥርጥር
ካብዝግባእ	ካብ+ዝግባእ
ዘየተኣማምን	ዘየተኣማም+ን
ብሰፍሓት	ብ+ሰፍ+ሓት
ዝተለምደ	ዝ+ተለምደ
ሰብኣያ	ሰብኣ+ያ
ዝሞታ	ዝ+ሞታ
ዝሞተቶ	ዝ+ሞተቶ
በዓልቲ	በዓል+ቲ
ዝተጋጠፀ	ዝ+ተጋጠፀ
ዝተጠቕለለ	ዝ+ተጠቕለለ
አረማዊ	አረ+ማዊ
አራዊት	አራዊ+ት
ብልሃት	ብ+ል+ሃት
ፈቓሰኛ	ፈቓሰ+ኛ
ዝፈተወ	ዝ+ፈተወ
ብፍታው	ብ+ፍታው
ብድልዬት	ብ+ድልዬ+ት
ቆራፅነት	ቆራፅ+ነት
ፀምሊዩ	ፀምሊ+ዩ
ይከህረም	ይ+ከህረ+ም
ትንፋስh	ት+ንፋስh
ፈስዩ	ፈስ+ዩ
ዝተመጣጠነ	ዝ+ተመጣጠነ
ኣታዓባቦያ	ኣታዓባቦ+ያ
እሙቕ	እ+ሙቕ
ብዕምቆት	ብ+ዕምቆ+ት
ኸረምቲ	ኸረም+ቲ
ሰስልኪ	ሰስል+ኪ
ረራድዩ	ረራድ+ዩ
ብፍልጠት	ብ+ፍልጠ+ት
ብብልሓት	ብ+ብል+ሓት
ተትምኒት	ተትምኒ+ት
እነንጀራ	እ+ነንጀራ
ፀፅንዓት	ፀፅን+ዓት
ብህርፋን	ብ+ህር+ፋን
ምትሃተኛ	ምትሃተ+ኛ
መተትሃት	መተት+ሃት
ናብካልአ	ናብ+ካልአ
ብዘይግባእ	ብ+ዘይግባእ
ኣስማተኛ	ኣስማተ+ኛ
አንስቲ	አንስ+ቲ
ማሕፀን	ማሕፀ+ን
ዝድነቐቕ	ዝ+ድነቐቕ
ግሩም	ግሩ+ም
ብዝገርም	ብ+ዝገር+ም
ንምትእትታው	ን+ምትእትታው
እንፀቲ	እ+ንፀ+ቲ
ዕፀንቲ	ዕፀን+ቲ
ዕንፀቲ	ዕንፀ+ቲ
መልእኸቲ	መልእኸ+ቲ
እመነኒ	እ+መነኒ
ብዘይ.	ብ+ዘይ.
ስራሕት	ስራሕ+ት
መፃሕፍት	መፃሕፍ+ት
ልፍዓት	ልፍ+ዓት
የመሳሪያ	የመሳሪ+ያ
ዓለምኛ	ዓለም+ኛ
ሓያላት	ሓያ+ላት
መንግሰት	መንግሰ+ት
ዝነቀዘ	ዝ+ነቀዘ
ዝበለየ	ዝ+በለየ
ዝተወደአ	ዝ+ተወደአ
ዝተዐነቐ	ዝ+ተዐነቐ
ዝጨነቖ	ዝ+ጨነቖ
ኣብጭንቂ	ኣብ+ጭንቂ
